school_number,school,year,meet,sport,event,division,rank,source,club,is_individual_event
402030,駒場,令和6年度,東京都大会,体操,団体,男,4位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/tokyo_result.pdf,体操競技部,0
402030,駒場,令和6年度,東京都大会,体操,団体,女,3位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/tokyo_result.pdf,体操競技部,0
402030,駒場,令和7年度,全国大会（インターハイ）,陸上競技,砲丸投,男,予選8位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-IH-result.pdf,陸上競技部,0
402030,駒場,令和7年度,全国大会（インターハイ）,陸上競技,やり投,男,決勝8位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-IH-result.pdf,陸上競技部,0
402030,駒場,令和7年度,全国大会（インターハイ）,水泳(競泳),50m自由形,男,8位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-IH-result.pdf,水泳部,0
402030,駒場,令和7年度,全国大会（インターハイ）,水泳(競泳),50m自由形,男,40位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-IH-result.pdf,水泳部,0
402030,駒場,令和7年度,全国大会（インターハイ）,,4×100m ﾌﾘｰﾘﾚｰ,男,15位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-IH-result.pdf,陸上競技部,0
402030,駒場,令和7年度,全国大会（インターハイ）,,,女,36位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-IH-result.pdf,,0
402030,駒場,令和7年度,全国大会（インターハイ）,,4×200m ﾌﾘｰﾘﾚｰ,男,38位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-IH-result.pdf,陸上競技部,0
402030,駒場,令和7年度,関東大会,陸上競技,200m,女,予選4位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,陸上競技部,0
402030,駒場,令和7年度,関東大会,陸上競技,400m,女,予選7位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,陸上競技部,0
402030,駒場,令和7年度,関東大会,陸上競技,4×400m,女,予選6位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,陸上競技部,0
402030,駒場,令和7年度,関東大会,陸上競技,棒高跳,女,決勝7位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,陸上競技部,0
402030,駒場,令和7年度,関東大会,,砲丸投,男,決勝4位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,陸上競技部,0
402030,駒場,令和7年度,関東大会,,円盤投,男,決勝15位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,陸上競技部,0
402030,駒場,令和7年度,関東大会,,やり投,男,決勝4位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,陸上競技部,0
402030,駒場,令和7年度,関東大会,,やり投,女,決勝17位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,陸上競技部,0
402030,駒場,令和7年度,関東大会,体操(器械体操),個人総合,男,75位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,,1
402030,駒場,令和7年度,関東大会,,,男,70位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,,0
402030,駒場,令和7年度,関東大会,,跳馬,男,76位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,体操競技部,0
402030,駒場,令和7年度,関東大会,,あん馬,男,72位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,体操競技部,0
402030,駒場,令和7年度,関東大会,,つり輪,男,87位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,,0
402030,駒場,令和7年度,関東大会,,平行棒,男,63位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,,0
402030,駒場,令和7年度,関東大会,,,男,84位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,,0
402030,駒場,令和7年度,関東大会,ﾊﾞﾚｰﾎﾞｰﾙ,学校対抗,女,1回戦,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,女子バレーボール部,0
402030,駒場,令和7年度,関東大会,水泳(競泳),50m自由形,男,決勝3位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,水泳部,0
402030,駒場,令和7年度,関東大会,水泳(競泳),50m自由形,男,決勝6位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,水泳部,0
402030,駒場,令和7年度,関東大会,,200m自由形,男,予選19位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,水泳部,0
402030,駒場,令和7年度,関東大会,,100m平泳ぎ,男,予選24位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,水泳部,0
402030,駒場,令和7年度,関東大会,,4×100m ﾌﾘｰﾘﾚｰ,男,決勝5位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,陸上競技部,0
402030,駒場,令和7年度,関東大会,,4×100m ﾌﾘｰﾘﾚｰ,女,予選21位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,陸上競技部,0
402030,駒場,令和7年度,関東大会,,,男,予選23位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,,0
402030,駒場,令和7年度,関東大会,,4×200m ﾌﾘｰﾘﾚｰ,男,予選19位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,陸上競技部,0
402030,駒場,令和7年度,関東大会,,4×200m ﾌﾘｰﾘﾚｰ,女,予選24位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,陸上競技部,0
402030,駒場,令和7年度,東京都大会,陸上,団体,女,4位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-tosoutai-result.pdf,陸上競技部,0
402030,駒場,令和7年度,東京都大会,体操,団体,男,4位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-tosoutai-result.pdf,体操競技部,0
402030,駒場,令和7年度,東京都大会,体操,団体,女,4位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-tosoutai-result.pdf,体操競技部,0
402410,世田谷泉,令和5年度,全国大会（定時制通信制）,第58回陸上競技大会,,男,5位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/09/R5_teitsu_alljapan_tokyoresult.pdf,陸上競技部,0
402410,世田谷泉,令和5年度,全国大会（定時制通信制）,第58回陸上競技大会,,男,3位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/09/R5_teitsu_alljapan_tokyoresult.pdf,陸上競技部,0
402410,世田谷泉,令和6年度,全国大会（定時制通信制）,第59回陸上競技大会,,男,3位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/teiji_tsushin_tokyo_result.pdf,陸上競技部,0
402420,世田谷総合,令和5年度,全国大会（インターハイ）,スケート(フィギュア),,女,64位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_alljapan_results.pdf,,0
402420,世田谷総合,令和6年度,全国大会（インターハイ）,スケート（フィギュア）【冬季種目】,,女,25位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/ih_result.pdf,,0
402530,芦花,令和5年度,関東大会,弓道,団体,女,ベスト16,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,弓道部,0
402530,芦花,令和5年度,関東大会,弓道,個人,女,4位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,弓道部,1
402530,芦花,令和6年度,全国大会（インターハイ）,陸上競技,,女,出場,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/ih_result.pdf,陸上競技部,0
402530,芦花,令和6年度,関東大会,陸上競技,４００ｍ,男,予選6位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,陸上競技部,0
402530,芦花,令和6年度,関東大会,陸上競技,４００ｍハードル,男,予選3位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,陸上競技部,0
402530,芦花,令和6年度,関東大会,,走幅跳,女,決勝6位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,陸上競技部,0
402530,芦花,令和6年度,関東大会,弓道,団体,女,ベスト8,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,弓道部,0
402530,芦花,令和6年度,関東大会,,,女,出場,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402530,芦花,令和7年度,全国大会（インターハイ）,弓道,個人,女,3位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-IH-result.pdf,弓道部,1
402530,芦花,令和7年度,関東大会,陸上競技,400m,女,予選4位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,陸上競技部,0
402530,芦花,令和7年度,関東大会,,やり投,男,決勝15位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,陸上競技部,0
402530,芦花,令和7年度,関東大会,弓道,団体,女,3位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,弓道部,0
402530,芦花,令和7年度,関東大会,弓道,個人,女,1位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,弓道部,1
402530,芦花,令和7年度,関東大会,弓道,個人,女,4位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,弓道部,1
402530,芦花,令和7年度,関東大会,ﾗｲﾌﾙ射撃,個人 エア・ライフル,男,7位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,,1
402530,芦花,令和7年度,東京都大会,弓道,団体,男,2位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-tosoutai-result.pdf,弓道部,0
402530,芦花,令和7年度,東京都大会,弓道,団体,女,3位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-tosoutai-result.pdf,弓道部,0
402750,総合工科,令和5年度,全国大会（インターハイ）,自転車競技,,男,出場,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_alljapan_results.pdf,自転車競技同好会,0
402750,総合工科,令和5年度,関東大会,,,男,10位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402750,総合工科,令和5年度,関東大会,,スプリント,男,予選23位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402750,総合工科,令和5年度,関東大会,,スプリント,男,予選30位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402750,総合工科,令和5年度,関東大会,,ケイリン,男,2回戦,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402750,総合工科,令和5年度,関東大会,,ケイリン,男,1回戦,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402750,総合工科,令和5年度,関東大会,,4km速度競走,男,9位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402750,総合工科,令和5年度,関東大会,,ポイント・レース,男,12位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
402750,総合工科,令和5年度,関東大会,,個人 ロード・レース,男,52位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,自転車競技同好会,1
402750,総合工科,令和5年度,東京都大会,自転車競技,団体,男,2位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_tokyo_results.pdf,自転車競技同好会,0
402750,総合工科,令和6年度,全国大会（インターハイ）,自転車競技,,男,出場,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/ih_result.pdf,自転車競技同好会,0
402750,総合工科,令和6年度,全国大会（インターハイ）,自転車競技,,男,20位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/ih_result.pdf,自転車競技同好会,0
402750,総合工科,令和6年度,関東大会,,パーシュート,男,4位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402750,総合工科,令和6年度,関東大会,,スプリント,男,出場,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402750,総合工科,令和6年度,関東大会,,インディヴィデュア ル・パーシュート,男,12位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402750,総合工科,令和6年度,関東大会,,4km速度競走,男,11位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402750,総合工科,令和6年度,関東大会,,スクラッチ,男,11位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402750,総合工科,令和6年度,関東大会,,ポイント・レース,男,6位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
402750,総合工科,令和6年度,関東大会,,ロード・レース,男,50位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,自転車競技同好会,0
402750,総合工科,令和6年度,東京都大会,自転車競技,団体,男,2位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/tokyo_result.pdf,自転車競技同好会,0
402750,総合工科,令和7年度,全国大会（インターハイ）,自転車競技,4km速度競走,男,8位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-IH-result.pdf,自転車競技同好会,0
402750,総合工科,令和7年度,関東大会,自転車競技,ﾁｰﾑ･スプリント,男,13位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,自転車競技同好会,0
402750,総合工科,令和7年度,関東大会,,ｽﾌﾟﾘﾝﾄ,男,予選17位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,,0
402750,総合工科,令和7年度,関東大会,,ｽﾌﾟﾘﾝﾄ,男,予選22位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,,0
402750,総合工科,令和7年度,関東大会,,ｹｲﾘﾝ,男,13位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,,0
402750,総合工科,令和7年度,関東大会,,ｹｲﾘﾝ,男,1回戦,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,,0
402750,総合工科,令和7年度,関東大会,,4km速度競走,男,10位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,,0
402750,総合工科,令和7年度,関東大会,,ｽｸﾗｯﾁ,男,12位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,,0
403020,富士,令和5年度,関東大会,,棒高跳,女,決勝6位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
403020,富士,令和5年度,関東大会,,棒高跳,女,決勝8位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
403020,富士,令和5年度,関東大会,,ハンマー投,女,決勝8位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
403020,富士,令和5年度,関東大会,,,男,1回戦,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
403020,富士,令和5年度,関東大会,なぎなた,個人,女,出場,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,1
403020,富士,令和5年度,関東大会,なぎなた,演技,女,１回戦,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
403020,富士,令和5年度,東京都大会,なぎなた,団体,女,2位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_tokyo_results.pdf,,0
403020,富士,令和6年度,全国大会（インターハイ）,なぎなた,,女,1回戦,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/ih_result.pdf,,0
403020,富士,令和6年度,関東大会,陸上競技,５０００ｍ競歩,男,決勝9位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
403020,富士,令和6年度,関東大会,陸上競技,走高跳,女,決勝8位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
403020,富士,令和6年度,関東大会,,ハンマー投,女,決勝12位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
403020,富士,令和6年度,関東大会,なぎなた,団体,女,優勝,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
403020,富士,令和6年度,関東大会,なぎなた,個人,女,２回戦,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,1
403020,富士,令和6年度,関東大会,なぎなた,個人,女,1回戦,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,1
403020,富士,令和6年度,関東大会,なぎなた,個人,女,出場,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,1
403020,富士,令和6年度,関東大会,なぎなた,演技,女,3回戦,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
403020,富士,令和6年度,関東大会,なぎなた,演技,女,2回戦,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,,0
403020,富士,令和6年度,東京都大会,なぎなた,団体,女,1位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/tokyo_result.pdf,,0
403020,富士,令和7年度,全国大会（インターハイ）,陸上競技,5000m競歩,男,決勝13位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-IH-result.pdf,,0
403020,富士,令和7年度,全国大会（インターハイ）,なぎなた,団体,女,出場,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-IH-result.pdf,,0
403020,富士,令和7年度,全国大会（インターハイ）,なぎなた,演技,女,3位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-IH-result.pdf,,0
403020,富士,令和7年度,全国大会（インターハイ）,なぎなた,個人,女,優勝,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-IH-result.pdf,,1
403020,富士,令和7年度,関東大会,陸上競技,5000mW,男,決勝3位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,,0
403020,富士,令和7年度,関東大会,,,男,決勝出場,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,,0
403020,富士,令和7年度,関東大会,剣道,団体,男,出場,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,,0
403020,富士,令和7年度,関東大会,なぎなた,団体,女,3位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,,0
403020,富士,令和7年度,関東大会,なぎなた,個人,女,準優勝,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,,1
403020,富士,令和7年度,関東大会,なぎなた,個人,女,3位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,,1
403020,富士,令和7年度,関東大会,なぎなた,演技,女,3回戦,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,,0
403020,富士,令和7年度,東京都大会,なぎなた,団体,女,1位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-tosoutai-result.pdf,,0
403030,武蔵丘,令和5年度,関東大会,,,女,21位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,,0
403030,武蔵丘,令和6年度,関東大会,,200m背泳ぎ,女,29位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,水泳部,0
403050,西,令和5年度,全国大会（インターハイ）,水泳(競泳),,女,28位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_alljapan_results.pdf,水泳部,0
403050,西,令和5年度,関東大会,陸上競技,３０００ｍ,女,決勝18位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,陸上競技部,0
403050,西,令和5年度,関東大会,水泳 (競泳),50m自由形,女,18位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,水泳部,0
403050,西,令和7年度,関東大会,,1500m自由形,男,決勝16位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,水泳部,0
403050,西,令和7年度,関東大会,ﾃﾆｽ,ｼﾝｸﾞﾙｽ,男,1回戦,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,ソフトテニス部,0
403060,豊多摩,令和5年度,全国大会（インターハイ）,水泳(競泳),,女,15位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_alljapan_results.pdf,水泳部,0
403060,豊多摩,令和5年度,全国大会（インターハイ）,水泳(競泳),,女,40位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_alljapan_results.pdf,水泳部,0
403060,豊多摩,令和5年度,関東大会,水泳 (競泳),学校対抗,女,25位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,水泳部,0
403060,豊多摩,令和5年度,関東大会,水泳 (競泳),50m自由形,女,5位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,水泳部,0
403060,豊多摩,令和5年度,関東大会,水泳 (競泳),100m自由形,女,21位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,水泳部,0
403060,豊多摩,令和6年度,全国大会（インターハイ）,水泳（競泳）,,女,21位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/ih_result.pdf,水泳部,0
403060,豊多摩,令和6年度,関東大会,水泳（競泳）,50m自由形,女,3位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,水泳部,0
403060,豊多摩,令和6年度,関東大会,水泳（競泳）,100m自由形,女,27位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,水泳部,0
403060,豊多摩,令和7年度,全国大会（インターハイ）,水泳(競泳),50m自由形,女,25位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-IH-result.pdf,水泳部,0
403060,豊多摩,令和7年度,関東大会,水泳(競泳),50m自由形,女,予選14位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,水泳部,0
403060,豊多摩,令和7年度,関東大会,,,女,予選25位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,,0
403060,豊多摩,令和7年度,関東大会,,200m ﾊﾞﾀﾌﾗｲ,女,予選29位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,陸上競技部,0
403060,豊多摩,令和7年度,関東大会,,400m 個人ﾒﾄﾞﾚｰ,女,予選18位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,陸上競技部,1
403070,杉並,令和5年度,全国大会（インターハイ）,水泳(競泳),,女,50位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_alljapan_results.pdf,水泳部,0
403070,杉並,令和5年度,関東大会,水泳 (競泳),50m自由形,女,17位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2024/04/R5_kanto_results.pdf,水泳部,0
403070,杉並,令和6年度,全国大会（インターハイ）,水泳（競泳）,,女,28位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/ih_result.pdf,水泳部,0
403070,杉並,令和6年度,全国大会（インターハイ）,水泳（競泳）,,女,48位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/ih_result.pdf,水泳部,0
403070,杉並,令和6年度,関東大会,水泳（競泳）,50m自由形,女,9位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,水泳部,0
403070,杉並,令和6年度,関東大会,水泳（競泳）,50m自由形,女,19位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,水泳部,0
403070,杉並,令和6年度,関東大会,水泳（競泳）,100m自由形,女,21位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,水泳部,0
403070,杉並,令和6年度,関東大会,,個人メドレー,女,14位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,水泳部,1
403070,杉並,令和6年度,関東大会,,メドレーリレー,男,26位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2025/04/kt_result.pdf,水泳部,0
403070,杉並,令和7年度,全国大会（インターハイ）,水泳(競泳),50m自由形,女,13位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-IH-result.pdf,水泳部,0
403070,杉並,令和7年度,全国大会（インターハイ）,水泳(競泳),50m自由形,女,43位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-IH-result.pdf,水泳部,0
403070,杉並,令和7年度,全国大会（インターハイ）,,4×100m ﾌﾘｰﾘﾚｰ,女,27位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-IH-result.pdf,陸上部,0
403070,杉並,令和7年度,関東大会,水泳(競泳),50m自由形,女,決勝10位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,水泳部,0
403070,杉並,令和7年度,関東大会,水泳(競泳),50m自由形,女,予選28位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,水泳部,0
403070,杉並,令和7年度,関東大会,,100m背泳ぎ,男,予選33位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,水泳部,0
403070,杉並,令和7年度,関東大会,,200m平泳ぎ,男,予選18位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,水泳部,0
403070,杉並,令和7年度,関東大会,,200m 個人ﾒﾄﾞﾚｰ,女,予選15位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,陸上部,1
403070,杉並,令和7年度,関東大会,,4×100m ﾌﾘｰﾘﾚｰ,女,予選11位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,陸上部,0
403070,杉並,令和7年度,関東大会,,,女,予選20位,https://www.tokyo-kotairen.gr.jp/wp-content/uploads/2026/04/R7-kantou-result.pdf,,0
